function,domain,called,declared,override,status,note
swmm_link_get_stat_vol_flow,links,True,True,,exposed,
swmm_link_get_tag,links,True,True,,exposed,
swmm_link_get_target_setting,links,True,True,,exposed,
swmm_link_get_target_settings_bulk,links,True,True,,exposed,
swmm_link_get_to_node,links,True,True,parity,exposed,via query.get_link_info.
swmm_link_get_type,links,True,True,parity,exposed,via query.get_link_info.
swmm_link_get_velocities_bulk,links,True,True,,exposed,
swmm_link_get_velocity,links,True,True,,exposed,
swmm_link_get_volume,links,True,True,,exposed,
swmm_link_get_volumes_bulk,links,True,True,,exposed,
swmm_link_get_weir_type,links,True,True,,exposed,
swmm_link_get_xsect,links,True,True,parity,exposed,via query.get_link_info (returns cross-section dict).
swmm_link_id,links,True,True,parity,exposed,via query.get_link_info / find_elements listings.
swmm_link_index,links,True,True,parity,exposed,via query.find_elements (string id -> index resolved internally).
swmm_link_pop_last,links,True,True,,exposed,
swmm_link_rename,links,True,True,parity,exposed,via editing.rename_link.
swmm_link_set_barrels,links,True,True,,exposed,
swmm_link_set_closed,links,True,True,,exposed,
swmm_link_set_control_setting,links,True,True,,exposed,
swmm_link_set_crest_height,links,True,True,,exposed,
swmm_link_set_culvert_code,links,True,True,,exposed,
swmm_link_set_discharge_coeff,links,True,True,,exposed,
swmm_link_set_end_contractions,links,True,True,,exposed,
swmm_link_set_flap_gate,links,True,True,,exposed,
swmm_link_set_flow,links,True,True,,exposed,
swmm_link_set_flows_bulk,links,True,True,,exposed,
swmm_link_set_initial_flow,links,True,True,parity,exposed,via editing.set_link_properties.
swmm_link_set_length,links,True,True,parity,exposed,via editing.set_link_properties.
swmm_link_set_loss_coeff,links,True,True,,exposed,
swmm_link_set_max_flow,links,True,True,,exposed,
swmm_link_set_nodes,links,True,True,parity,exposed,via building.add_link (sets nodes on creation); no in-place re-route tool yet.
swmm_link_set_offset_dn,links,True,True,parity,exposed,via editing.set_link_properties.
swmm_link_set_offset_up,links,True,True,parity,exposed,via editing.set_link_properties.
swmm_link_set_orifice_open_close_rate,links,True,True,,exposed,
swmm_link_set_orifice_type,links,True,True,,exposed,
swmm_link_set_outlet_expon,links,True,True,,exposed,
swmm_link_set_outlet_rating_type,links,True,True,,exposed,
swmm_link_set_pump_curve,links,True,True,,exposed,
swmm_link_set_pump_init_state,links,True,True,,exposed,
swmm_link_set_pump_shutoff_depth,links,True,True,,exposed,
swmm_link_set_pump_startup_depth,links,True,True,,exposed,
swmm_link_set_quality,pollutants,True,True,,exposed,
swmm_link_set_roughness,links,True,True,parity,exposed,via editing.set_link_properties.
swmm_link_set_seep_rate,links,True,True,,exposed,
swmm_link_set_tag,links,True,True,,exposed,
swmm_link_set_target_setting,links,True,True,,exposed,
swmm_link_set_weir_type,links,True,True,,exposed,
swmm_link_set_xsect,links,True,True,parity,exposed,"via editing.set_link_properties + nodes.set_xsect (Links.set_xsect, the Phase 1 addition)."
swmm_model_write,model,True,True,,exposed,
swmm_model_write_with_plugin,model,True,True,parity,exposed,via model.write_with_plugin.
swmm_node_add,nodes,True,True,,exposed,
swmm_node_analyze_impact,edit,True,True,,exposed,
swmm_node_convert,edit,True,True,,exposed,
swmm_node_count,nodes,True,True,parity,exposed,via lifecycle.open_model summary + query.find_elements counts.
swmm_node_delete,edit,True,True,,exposed,
swmm_node_get_crown_elev,nodes,True,True,parity,exposed,via query.get_node_info (invert_elev + max_depth).
swmm_node_get_degree,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_depth,nodes,True,True,,exposed,
swmm_node_get_depth_from_volume,nodes,True,True,,exposed,
swmm_node_get_depths_bulk,nodes,True,True,,exposed,
swmm_node_get_divider_type,nodes,True,True,,exposed,
swmm_node_get_exfil_params,nodes,True,True,,exposed,
swmm_node_get_full_volume,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_head,nodes,True,True,parity,exposed,via query.get_node_info (read during running/ended).
swmm_node_get_heads_bulk,nodes,True,True,,exposed,
swmm_node_get_ids_bulk,nodes,True,True,,exposed,
swmm_node_get_inflow,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_inflows_bulk,nodes,True,True,,exposed,
swmm_node_get_initial_depth,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_invert_elev,nodes,True,True,parity,exposed,via query.get_node_info (returns invert_elev field).
swmm_node_get_lateral_inflow,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_lateral_inflows_bulk,nodes,True,True,,exposed,
swmm_node_get_losses,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_losses_bulk,nodes,True,True,,exposed,
swmm_node_get_max_depth,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_outfall_flap_gate,nodes,True,True,,exposed,
swmm_node_get_outfall_param,nodes,True,True,,exposed,
swmm_node_get_outfall_route_to,nodes,True,True,,exposed,
swmm_node_get_outfall_tidal,nodes,True,True,,exposed,
swmm_node_get_outfall_timeseries,nodes,True,True,,exposed,
swmm_node_get_outfall_type,nodes,True,True,,exposed,
swmm_node_get_outflow,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_outflows_bulk,nodes,True,True,,exposed,
swmm_node_get_overflow,nodes,True,True,,exposed,
swmm_node_get_overflows_bulk,nodes,True,True,,exposed,
swmm_node_get_ponded_area,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_quality,nodes,True,True,,exposed,
swmm_node_get_quality_bulk,nodes,True,True,,exposed,
swmm_node_get_stat_max_depth,nodes,True,True,,exposed,
swmm_node_get_stat_max_overflow,nodes,True,True,,exposed,
swmm_node_get_stat_time_flooded,nodes,True,True,,exposed,
swmm_node_get_stat_vol_flooded,nodes,True,True,,exposed,
swmm_node_get_storage_curve,nodes,True,True,,exposed,
swmm_node_get_storage_functional,nodes,True,True,,exposed,
swmm_node_get_storage_seep_rate,nodes,True,True,,exposed,
swmm_node_get_surcharge_depth,nodes,True,True,parity,exposed,via query.get_node_info.
swmm_node_get_tag,nodes,True,True,,exposed,
swmm_node_get_type,nodes,True,True,,exposed,
swmm_node_get_volume,nodes,True,True,,exposed,
swmm_node_get_volumes_bulk,nodes,True,True,,exposed,
swmm_node_id,nodes,True,True,parity,exposed,via query.get_node_info (id lookup by index returned in listings).
swmm_node_index,nodes,True,True,parity,exposed,via query.find_elements / get_node_info (string id -> index resolved internally).
swmm_node_pop_last,nodes,True,True,,exposed,
swmm_node_rename,nodes,True,True,parity,exposed,via editing.rename_node (Phase 2 wave 2).
swmm_node_set_depth,nodes,True,True,,exposed,
swmm_node_set_depths_bulk,nodes,True,True,,exposed,
swmm_node_set_divider_type,nodes,True,True,,exposed,
swmm_node_set_exfil_params,nodes,True,True,,exposed,
swmm_node_set_head_boundary,nodes,True,True,parity,exposed,"via forcing.set_forcing (target_type='node', variable='head')."
swmm_node_set_initial_depth,nodes,True,True,parity,exposed,via editing.set_node_properties.
swmm_node_set_invert_elev,nodes,True,True,parity,exposed,via editing.set_node_properties.
swmm_node_set_lat_inflows_bulk,nodes,True,True,,exposed,
swmm_node_set_lateral_inflow,nodes,True,True,parity,exposed,"via forcing.set_forcing (target_type='node', variable='lateral_inflow')."
swmm_node_set_max_depth,nodes,True,True,,exposed,
swmm_node_set_outfall_flap_gate,nodes,True,True,,exposed,
swmm_node_set_outfall_route_to,nodes,True,True,,exposed,
swmm_node_set_outfall_stage,nodes,True,True,,exposed,
swmm_node_set_outfall_tidal,nodes,True,True,,exposed,
swmm_node_set_outfall_timeseries,nodes,True,True,,exposed,
swmm_node_set_outfall_type,nodes,True,True,,exposed,
swmm_node_set_pond_area,nodes,True,True,parity,exposed,via editing.set_node_properties.
swmm_node_set_quality,pollutants,True,True,,exposed,
swmm_node_set_quality_mass_flux,nodes,True,True,,exposed,
swmm_node_set_storage_curve,nodes,True,True,,exposed,
swmm_node_set_storage_functional,nodes,True,True,,exposed,
swmm_node_set_storage_seep_rate,nodes,True,True,,exposed,
swmm_node_set_surcharge_depth,nodes,True,True,parity,exposed,via editing.set_node_properties.
swmm_node_set_tag,nodes,True,True,,exposed,
swmm_options_get,model,True,True,,exposed,
swmm_options_get_end_date,model,True,True,parity,exposed,via _solver.Solver.end_datetime / _model.ModelBuilder.end_datetime properties.
swmm_options_get_ext,model,True,True,,exposed,
swmm_options_get_report_start,model,True,True,parity,exposed,via _solver.Solver.report_start_datetime / _model.ModelBuilder.report_start_datetime properties.
swmm_options_get_start_date,model,True,True,parity,exposed,via _solver.Solver.start_datetime / _model.ModelBuilder.start_datetime properties.
swmm_options_set,model,True,True,,exposed,
swmm_options_set_end_date,model,True,True,parity,exposed,via _solver.Solver.end_datetime / _model.ModelBuilder.end_datetime setters.
swmm_options_set_ext,model,True,True,,exposed,
swmm_options_set_report_start,model,True,True,parity,exposed,via _solver.Solver.report_start_datetime / _model.ModelBuilder.report_start_datetime setters.
swmm_options_set_start_date,model,True,True,parity,exposed,via _solver.Solver.start_datetime / _model.ModelBuilder.start_datetime setters.
swmm_output_close,output,True,True,intentional,exposed,OutputReader lifecycle managed by SimSession; no standalone close tool.
swmm_output_get_error_code,output,True,True,parity,exposed,via analysis.output_metadata; engine surfaces failures as EngineError elsewhere.
swmm_output_get_flow_units,output,True,True,parity,exposed,via analysis.output_metadata; also surfaced via lifecycle.open_model summary.
swmm_output_get_link_attribute,output,True,True,,exposed,
swmm_output_get_link_count,output,True,True,parity,exposed,via analysis.output_metadata.
swmm_output_get_link_id,output,True,True,parity,exposed,via query.get_link_info + listings.
swmm_output_get_link_result,output,True,True,parity,exposed,via analysis.output_link_results (plural).
swmm_output_get_link_series,output,True,True,parity,exposed,via analysis.get_time_series with element_type='link'.
swmm_output_get_node_attribute,output,True,True,,exposed,
swmm_output_get_node_count,output,True,True,parity,exposed,via analysis.output_metadata; also via query.get_node_info / lifecycle summary.
swmm_output_get_node_id,output,True,True,parity,exposed,via query.get_node_info (string id round-trip) + lifecycle summary listings.
swmm_output_get_node_result,output,True,True,parity,exposed,"via analysis.output_node_results (plural; returns {id, index, value} records)."
swmm_output_get_node_series,output,True,True,parity,exposed,via analysis.get_time_series with element_type='node'.
swmm_output_get_node_stat_max_depth,output,True,True,,exposed,
swmm_output_get_node_stat_max_overflow,output,True,True,,exposed,
swmm_output_get_node_stat_time_flooded,output,True,True,,exposed,
swmm_output_get_node_stat_vol_flooded,output,True,True,,exposed,
swmm_output_get_period_count,output,True,True,,exposed,
swmm_output_get_period_time,output,True,True,,exposed,
swmm_output_get_pollut_count,output,True,True,parity,exposed,via analysis.output_pollutant_count + analysis.output_metadata.
swmm_output_get_report_step,output,True,True,parity,exposed,via analysis.output_metadata.
swmm_output_get_start_date,output,True,True,parity,exposed,via analysis.output_metadata.
swmm_output_get_subcatch_attribute,output,True,True,,exposed,
swmm_output_get_subcatch_count,output,True,True,parity,exposed,via analysis.output_metadata.
swmm_output_get_subcatch_id,output,True,True,parity,exposed,via query.get_subcatchment_info + listings.
swmm_output_get_subcatch_result,output,True,True,parity,exposed,via analysis.output_subcatch_results (plural).
swmm_output_get_subcatch_series,output,True,True,parity,exposed,via analysis.get_time_series with element_type='subcatchment'.
swmm_output_get_system_result,output,True,True,,exposed,
swmm_output_get_system_series,output,True,True,parity,exposed,via analysis.get_time_series with element_type='system'.
swmm_output_get_version,output,True,True,parity,exposed,via analysis.output_metadata.
swmm_output_open,output,True,True,parity,exposed,via _output_reader.OutputReader.__init__.
swmm_pattern_add,tables,True,True,,exposed,
swmm_pattern_count,tables,True,True,,exposed,
swmm_pattern_get_factor,tables,True,True,,exposed,
swmm_pattern_get_factor_count,tables,True,True,,exposed,
swmm_pattern_get_type,tables,True,True,,exposed,
swmm_pattern_id,tables,True,True,,exposed,
swmm_pattern_index,tables,True,True,,exposed,
swmm_pattern_remove,tables,True,True,,exposed,
swmm_pattern_rename,tables,True,True,,exposed,
swmm_pattern_set_factors,tables,True,True,,exposed,
swmm_plugin_get,model,True,True,parity,exposed,via model.plugin_get.
swmm_plugin_remove,model,True,True,parity,exposed,via model.plugin_remove.
swmm_plugin_set,model,True,True,parity,exposed,via model.plugin_set.
swmm_plugins_count,model,True,True,parity,exposed,via model.plugins_count.
swmm_pollutant_add,pollutants,True,True,,exposed,
swmm_pollutant_count,pollutants,True,True,,exposed,
swmm_pollutant_get_co_pollutant,pollutants,True,True,,exposed,
swmm_pollutant_get_dwf_conc,pollutants,True,True,,exposed,
swmm_pollutant_get_gw_conc,pollutants,True,True,,exposed,
swmm_pollutant_get_init_conc,pollutants,True,True,,exposed,
swmm_pollutant_get_kdecay,pollutants,True,True,,exposed,
swmm_pollutant_get_mwt,pollutants,True,True,,exposed,
swmm_pollutant_get_rain_conc,pollutants,True,True,,exposed,
swmm_pollutant_get_rdii_conc,pollutants,True,True,,exposed,
swmm_pollutant_get_snow_only,pollutants,True,True,,exposed,
swmm_pollutant_get_units,pollutants,True,True,,exposed,
swmm_pollutant_id,pollutants,True,True,parity,exposed,via query.get_pollutant_info / find_elements.
swmm_pollutant_index,pollutants,True,True,parity,exposed,via query.find_elements (string id -> index).
swmm_pollutant_set_co_pollutant,pollutants,True,True,,exposed,
swmm_pollutant_set_dwf_conc,pollutants,True,True,,exposed,
swmm_pollutant_set_gw_conc,pollutants,True,True,,exposed,
swmm_pollutant_set_init_conc,pollutants,True,True,,exposed,
swmm_pollutant_set_kdecay,pollutants,True,True,,exposed,
swmm_pollutant_set_mwt,pollutants,True,True,,exposed,
swmm_pollutant_set_rain_conc,pollutants,True,True,,exposed,
swmm_pollutant_set_rdii_conc,pollutants,True,True,,exposed,
swmm_pollutant_set_snow_only,pollutants,True,True,,exposed,
swmm_pollutant_set_units,pollutants,True,True,,exposed,
swmm_rdii_add,inflows,True,True,,exposed,
swmm_rdii_count,inflows,True,True,,exposed,
swmm_rdii_decay_add,inflows,True,True,,exposed,
swmm_rdii_decay_count,inflows,True,True,,exposed,
swmm_rdii_decay_get,inflows,True,True,,exposed,
swmm_rdii_decay_remove,inflows,True,True,,exposed,
swmm_rdii_decay_set,inflows,True,True,,exposed,
swmm_rdii_get,inflows,True,True,,exposed,
swmm_rdii_remove,inflows,True,True,,exposed,
swmm_runoff_iface_close,engine,True,True,,exposed,
swmm_runoff_iface_open_read,engine,True,True,,exposed,
swmm_runoff_iface_open_write,engine,True,True,,exposed,
swmm_runoff_iface_read_step,engine,True,True,,exposed,
swmm_runoff_iface_save_step,engine,True,True,,exposed,
swmm_set_progress_callback,engine,True,True,parity,exposed,via _solver.run_with_callback (function-level convenience).
swmm_set_steady_state_skip,engine,True,True,parity,exposed,via lifecycle.set_steady_state_skip.
swmm_set_step_begin_callback,engine,True,True,intentional,exposed,MCP transport can't host LLM-side callbacks; bridge in Phase 4.
swmm_set_step_end_callback,engine,True,True,intentional,exposed,MCP transport can't host LLM-side callbacks; bridge in Phase 4.
swmm_set_warning_callback,engine,True,True,intentional,exposed,MCP transport can't host LLM-side callbacks; bridge in Phase 4.
swmm_snowpack_add,subcatchments,True,True,,exposed,
swmm_snowpack_count,subcatchments,True,True,,exposed,
swmm_snowpack_get_impervious,subcatchments,True,True,,exposed,
swmm_snowpack_get_pervious,subcatchments,True,True,,exposed,
swmm_snowpack_get_plowable,subcatchments,True,True,,exposed,
swmm_snowpack_get_removal,subcatchments,True,True,,exposed,
swmm_snowpack_get_removal_subcatch,subcatchments,True,True,,exposed,
swmm_snowpack_id,subcatchments,True,True,,exposed,
swmm_snowpack_index,subcatchments,True,True,,exposed,
swmm_snowpack_set_impervious,subcatchments,True,True,,exposed,
swmm_snowpack_set_pervious,subcatchments,True,True,,exposed,
swmm_snowpack_set_plowable,subcatchments,True,True,,exposed,
swmm_snowpack_set_removal,subcatchments,True,True,,exposed,
swmm_snowpack_set_removal_subcatch,subcatchments,True,True,,exposed,
swmm_spatial_get_crs,spatial,True,True,,exposed,
swmm_spatial_get_gage_coord,spatial,True,True,parity,exposed,via spatial.get_coordinates (element_type='gage'); spatial.get_model_geometry returns all gage coords.
swmm_spatial_get_link_coord,spatial,True,True,parity,exposed,via spatial.get_coordinates (element_type='link').
swmm_spatial_get_link_vertex_count,spatial,True,True,parity,exposed,via spatial.get_vertices (count derivable from returned list).
swmm_spatial_get_link_vertices,spatial,True,True,parity,exposed,via spatial.get_vertices (returns full polyline incl. endpoints).
swmm_spatial_get_node_coord,spatial,True,True,parity,exposed,via spatial.get_coordinates (element_type='node').
swmm_spatial_get_node_coords_bulk,spatial,True,True,parity,exposed,via spatial.get_all_coordinates (element_type='node') and spatial.get_model_geometry.
swmm_spatial_get_subcatch_coord,spatial,True,True,parity,exposed,via spatial.get_coordinates (element_type='subcatchment').
swmm_spatial_get_subcatch_polygon,spatial,True,True,parity,exposed,via spatial.get_polygon.
swmm_spatial_get_subcatch_polygon_count,spatial,True,True,parity,exposed,via spatial.get_polygon (count derivable from returned list).
swmm_spatial_set_crs,spatial,True,True,,exposed,
swmm_spatial_set_gage_coord,spatial,True,True,parity,exposed,via spatial.set_coordinates (element_type='gage').
swmm_spatial_set_link_coord,spatial,True,True,parity,exposed,via spatial.set_coordinates (element_type='link').
swmm_spatial_set_link_vertices,spatial,True,True,parity,exposed,via spatial.set_vertices (takes interior vertices only per the API asymmetry).
swmm_spatial_set_node_coord,spatial,True,True,parity,exposed,via spatial.set_coordinates (element_type='node').
swmm_spatial_set_node_coords_bulk,spatial,True,True,parity,exposed,mcp-gap-bulk-write: no MCP tool currently writes node coords in bulk; per-node spatial.set_coordinates loop suffices for small models.
swmm_spatial_set_subcatch_coord,spatial,True,True,parity,exposed,via spatial.set_coordinates (element_type='subcatchment').
swmm_spatial_set_subcatch_polygon,spatial,True,True,parity,exposed,via spatial.set_polygon.
swmm_stat_link_max_filling,statistics,True,True,parity,exposed,via links.stat_max_filling.
swmm_stat_link_max_filling_bulk,statistics,True,True,,exposed,
swmm_stat_link_max_flow,statistics,True,True,parity,exposed,via links.stat_max_flow.
swmm_stat_link_max_flow_bulk,statistics,True,True,parity,exposed,via links.get_flows_bulk + analysis.get_capacity_summary aggregates.
swmm_stat_link_max_velocity,statistics,True,True,parity,exposed,via links.stat_max_velocity.
swmm_stat_link_max_velocity_bulk,statistics,True,True,,exposed,
swmm_stat_link_surcharge_time,statistics,True,True,parity,exposed,via links.stat_surcharge_time.
swmm_stat_link_surcharge_time_bulk,statistics,True,True,,exposed,
swmm_stat_link_vol_flow,statistics,True,True,parity,exposed,via links.stat_vol_flow.
swmm_stat_link_vol_flow_bulk,statistics,True,True,,exposed,
swmm_stat_node_max_depth,statistics,True,True,parity,exposed,via nodes.stat_max_depth.
swmm_stat_node_max_depth_bulk,statistics,True,True,parity,exposed,via nodes.get_depths_bulk + analysis.get_flooding_summary aggregates.
swmm_stat_node_max_overflow,statistics,True,True,parity,exposed,via nodes.stat_max_overflow.
swmm_stat_node_max_overflow_bulk,statistics,True,True,,exposed,
swmm_stat_node_time_flooded,statistics,True,True,parity,exposed,via nodes.stat_time_flooded.
swmm_stat_node_time_flooded_bulk,statistics,True,True,,exposed,
swmm_stat_node_vol_flooded,statistics,True,True,parity,exposed,via nodes.stat_vol_flooded.
swmm_stat_node_vol_flooded_bulk,statistics,True,True,,exposed,
swmm_stat_subcatch_max_runoff,statistics,True,True,parity,exposed,via subcatchments.stat_max_runoff.
swmm_stat_subcatch_max_runoff_bulk,statistics,True,True,,exposed,
swmm_stat_subcatch_precip,statistics,True,True,parity,exposed,via subcatchments.stat_precip.
swmm_stat_subcatch_runoff_vol,statistics,True,True,parity,exposed,via subcatchments.stat_runoff_vol.
swmm_stat_subcatch_runoff_vol_bulk,statistics,True,True,parity,exposed,via subcatchments.get_runoff_bulk + analysis aggregates.
swmm_street_add,infrastructure,True,True,,exposed,
swmm_street_count,infrastructure,True,True,,exposed,
swmm_street_get_params,infrastructure,True,True,,exposed,
swmm_street_id,infrastructure,True,True,,exposed,
swmm_street_index,infrastructure,True,True,,exposed,
swmm_street_set_params,infrastructure,True,True,,exposed,
swmm_subcatch_add,subcatchments,True,True,,exposed,
swmm_subcatch_analyze_impact,edit,True,True,,exposed,
swmm_subcatch_count,subcatchments,True,True,parity,exposed,via lifecycle.open_model summary + query.find_elements counts.
swmm_subcatch_delete,edit,True,True,,exposed,
swmm_subcatch_get_aquifer,subcatchments,True,True,,exposed,
swmm_subcatch_get_area,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_coverage,subcatchments,True,True,,exposed,
swmm_subcatch_get_ds_imperv,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_ds_perv,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_evap,subcatchments,True,True,,exposed,
swmm_subcatch_get_evap_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_gage,subcatchments,True,True,,exposed,
swmm_subcatch_get_groundwater,subcatchments,True,True,,exposed,
swmm_subcatch_get_gw_node,subcatchments,True,True,,exposed,
swmm_subcatch_get_gw_params,subcatchments,True,True,,exposed,
swmm_subcatch_get_gw_state,subcatchments,True,True,,exposed,
swmm_subcatch_get_ids_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_imperv_pct,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_infil,subcatchments,True,True,,exposed,
swmm_subcatch_get_infil_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_infil_curve_number,subcatchments,True,True,,exposed,
swmm_subcatch_get_infil_green_ampt,subcatchments,True,True,,exposed,
swmm_subcatch_get_infil_horton,subcatchments,True,True,,exposed,
swmm_subcatch_get_infil_model,subcatchments,True,True,,exposed,
swmm_subcatch_get_n_imperv,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_n_perv,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_outlet,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info (returns outlet node id).
swmm_subcatch_get_outlet_subcatch,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_ponded_quality,subcatchments,True,True,,exposed,
swmm_subcatch_get_quality,subcatchments,True,True,,exposed,
swmm_subcatch_get_quality_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_rainfall,subcatchments,True,True,,exposed,
swmm_subcatch_get_rainfall_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_runoff,subcatchments,True,True,,exposed,
swmm_subcatch_get_runoff_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_slope,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_get_snow_depth,subcatchments,True,True,,exposed,
swmm_subcatch_get_snow_depth_bulk,subcatchments,True,True,,exposed,
swmm_subcatch_get_snow_state,subcatchments,True,True,,exposed,
swmm_subcatch_get_stat_max_runoff,subcatchments,True,True,,exposed,
swmm_subcatch_get_stat_precip,subcatchments,True,True,,exposed,
swmm_subcatch_get_stat_runoff_vol,subcatchments,True,True,,exposed,
swmm_subcatch_get_tag,subcatchments,True,True,,exposed,
swmm_subcatch_get_width,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info.
swmm_subcatch_id,subcatchments,True,True,parity,exposed,via query.get_subcatchment_info / find_elements listings.
swmm_subcatch_index,subcatchments,True,True,parity,exposed,via query.find_elements (string id -> index).
swmm_subcatch_rename,subcatchments,True,True,parity,exposed,via editing.rename_subcatchment.
swmm_subcatch_set_aquifer,subcatchments,True,True,,exposed,
swmm_subcatch_set_area,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_coverage,subcatchments,True,True,,exposed,
swmm_subcatch_set_ds_imperv,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_ds_perv,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_gage,subcatchments,True,True,,exposed,
swmm_subcatch_set_gw_node,subcatchments,True,True,,exposed,
swmm_subcatch_set_gw_params,subcatchments,True,True,,exposed,
swmm_subcatch_set_gw_state,subcatchments,True,True,,exposed,
swmm_subcatch_set_imperv_pct,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_infil_curve_number,subcatchments,True,True,,exposed,
swmm_subcatch_set_infil_green_ampt,subcatchments,True,True,,exposed,
swmm_subcatch_set_infil_horton,subcatchments,True,True,,exposed,
swmm_subcatch_set_infil_model,subcatchments,True,True,,exposed,
swmm_subcatch_set_n_imperv,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_n_perv,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_outlet,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties (outlet_node_id field).
swmm_subcatch_set_outlet_subcatch,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties (cascade outlet); supported in same field.
swmm_subcatch_set_ponded_quality,subcatchments,True,True,,exposed,
swmm_subcatch_set_rainfall,subcatchments,True,True,,exposed,
swmm_subcatch_set_slope,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_subcatch_set_snow_state,subcatchments,True,True,,exposed,
swmm_subcatch_set_tag,subcatchments,True,True,,exposed,
swmm_subcatch_set_width,subcatchments,True,True,parity,exposed,via editing.set_subcatchment_properties.
swmm_table_add_point,tables,True,True,,exposed,
swmm_table_analyze_impact,edit,True,True,,exposed,
swmm_table_clear,tables,True,True,,exposed,
swmm_table_count,tables,True,True,,exposed,
swmm_table_delete,edit,True,True,,exposed,
swmm_table_get_point,tables,True,True,,exposed,
swmm_table_get_point_count,tables,True,True,,exposed,
swmm_table_get_type,tables,True,True,,exposed,
swmm_table_id,tables,True,True,,exposed,
swmm_table_index,tables,True,True,,exposed,
swmm_table_lookup,tables,True,True,,exposed,
swmm_timeseries_add,tables,True,True,,exposed,
swmm_title_add_line,model,True,True,,exposed,
swmm_title_clear,model,True,True,,exposed,
swmm_title_get_count,model,True,True,,exposed,
swmm_title_get_line,model,True,True,,exposed,
swmm_title_set,model,True,True,,exposed,
swmm_transect_add,infrastructure,True,True,,exposed,
swmm_transect_add_station,infrastructure,True,True,,exposed,
swmm_transect_analyze_impact,edit,True,True,,exposed,
swmm_transect_clear_stations,infrastructure,True,True,,exposed,
swmm_transect_count,infrastructure,True,True,,exposed,
swmm_transect_delete,edit,True,True,,exposed,
swmm_transect_get_bank_stations,infrastructure,True,True,,exposed,
swmm_transect_get_comments,infrastructure,True,True,,exposed,
swmm_transect_get_encroachment_stations,infrastructure,True,True,,exposed,
swmm_transect_get_modifiers,infrastructure,True,True,,exposed,
swmm_transect_get_roughness,infrastructure,True,True,,exposed,
swmm_transect_get_station,infrastructure,True,True,,exposed,
swmm_transect_get_station_count,infrastructure,True,True,,exposed,
swmm_transect_id,infrastructure,True,True,,exposed,
swmm_transect_index,infrastructure,True,True,,exposed,
swmm_transect_remove,infrastructure,True,True,,exposed,
swmm_transect_rename,infrastructure,True,True,,exposed,
swmm_transect_set_bank_stations,infrastructure,True,True,,exposed,
swmm_transect_set_comments,infrastructure,True,True,,exposed,
swmm_transect_set_encroachment_stations,infrastructure,True,True,,exposed,
swmm_transect_set_modifiers,infrastructure,True,True,,exposed,
swmm_transect_set_roughness,infrastructure,True,True,,exposed,
swmm_treatment_clear,quality,True,True,,exposed,
swmm_treatment_get,quality,True,True,,exposed,
swmm_treatment_set,quality,True,True,,exposed,
swmm_userflag_def_count,model,True,True,,exposed,
swmm_userflag_def_get,model,True,True,,exposed,
swmm_userflag_define,model,True,True,,exposed,
swmm_userflag_get_bool,model,True,True,,exposed,
swmm_userflag_get_int,model,True,True,,exposed,
swmm_userflag_get_real,model,True,True,,exposed,
swmm_userflag_set_bool,model,True,True,,exposed,
