# fig_id	tier	generator	inputs	file	page_id	figure_no	caption	provenance
# One row per image any manual embeds. Audited by scripts/build_manual_figures.py check;
# the column contract is in that script's docstring. Keep rows sorted by fig_id.
hydrology_figure1_5	legacy	-	-	manuals/reference/hydrology/media/media/figure1-5.png	hydrology_ref_ch1_overview	1-5	Flow chart of SWMM's simulation procedure	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure3_1	legacy	-	-	manuals/reference/hydrology/media/media/Figure3-1.png	hydrology_ref_ch3_surface_runoff	3-1	Idealized representation of a subcatchment	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export; the same image is embedded again as Figure 3-8 (Chapter3-SurfaceRunoff.md), the former duplicate Figure3-8.png
hydrology_figure3_12	legacy	-	-	manuals/reference/hydrology/media/media/Figure3-12.png	hydrology_ref_ch3_surface_runoff	3-12	Runoff results for illustrative example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure3_13	legacy	-	-	manuals/reference/hydrology/media/media/Figure3-13.png	hydrology_ref_ch3_surface_runoff	3-13	SCS (NRCS) triangular unit hydrograph (NRCS, 2007)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure3_4	legacy	-	-	manuals/reference/hydrology/media/media/Figure3-4.png	hydrology_ref_ch3_surface_runoff	3-4	Idealized subcatchment partitioning for overland flow	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure3_5	legacy	-	-	manuals/reference/hydrology/media/media/Figure3-5.png	hydrology_ref_ch3_surface_runoff	3-5	Re-routing of overland flow (Huber, 2001)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure3_9	legacy	-	-	manuals/reference/hydrology/media/media/Figure3-9.png	hydrology_ref_ch3_surface_runoff	3-9	Rectangular subcatchments for illustration of shape and width effects	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure4_5	legacy	-	-	manuals/reference/hydrology/media/media/figure4-5.png	hydrology_ref_ch4_infiltration	4-5	Two-zone representation of the Green-Ampt infiltration model (after Nicklow et al., 2006)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure5_9	legacy	-	-	manuals/reference/hydrology/media/media/figure5-9.png	hydrology_ref_ch5_groundwater	5-9	Surface runoff and groundwater flow for the illustrative groundwater example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure6_10	legacy	-	-	manuals/reference/hydrology/media/media/Figure6-10.png	hydrology_ref_ch6_snowmelt	6-10	Runoff time series for illustrative snowmelt example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure6_2	legacy	-	-	manuals/reference/hydrology/media/media/Figure6-2.png	hydrology_ref_ch6_snowmelt	6-2	Subcatchment partitionings used for snowmelt and runoff	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure6_7	legacy	-	-	manuals/reference/hydrology/media/media/Figure6-7.png	hydrology_ref_ch6_snowmelt	6-7	Continuous air temperature for illustrative snowmelt example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure6_8	legacy	-	-	manuals/reference/hydrology/media/media/Figure6-8.png	hydrology_ref_ch6_snowmelt	6-8	Precipitation amounts for illustrative snowmelt example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure6_9	legacy	-	-	manuals/reference/hydrology/media/media/Figure6-9.png	hydrology_ref_ch6_snowmelt	6-9	Snow pack depth for illustrative snowmelt example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure7_1	legacy	-	-	manuals/reference/hydrology/media/media/Figure7-1.png	hydrology_ref_ch7_rdii	7-1	Components of wet-weather wastewater flow	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure7_2	legacy	-	-	manuals/reference/hydrology/media/media/Figure7-2.png	hydrology_ref_ch7_rdii	7-2	Example of an RDII triangular unit hydrograph	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure7_3	legacy	-	-	manuals/reference/hydrology/media/media/Figure7-3.png	hydrology_ref_ch7_rdii	7-3	Application of a unit hydrograph to a storm event	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure7_8	legacy	-	-	manuals/reference/hydrology/media/media/Figure7-8.png	hydrology_ref_ch7_rdii	7-8	Unit hydrographs used for the illustrative RDII example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_figure7_9	legacy	-	-	manuals/reference/hydrology/media/media/Figure7-9.png	hydrology_ref_ch7_rdii	7-9	Time series of RDII flows for the illustrative RDII example	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_figure1_6	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-figure1-6.png	hydrology_ref_ch1_overview	1-6	Interpolation of reported values from computed values	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image1	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image1.jpeg	hydrology_ref_ch1_overview	1-1	Elements of a typical urban drainage system	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image10	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image10.jpg	hydrology_ref_ch3_surface_runoff	3-6	Fisk B catchment, Portland, Oregon (Portland BES, 1996)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export; converted PNG->JPEG q82 at 1400 px 2026-09-19 (aerial photograph)
hydrology_hydrology_image11	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image11.png	hydrology_ref_ch3_surface_runoff	3-7	Detailed view of two Fisk B subcatchments (Portland BES, 1996)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image12	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image12.png	hydrology_ref_ch3_surface_runoff	3-10	Subcatchment hydrographs for different shapes of Figure 3-9	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image13	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image13.png	hydrology_ref_ch3_surface_runoff	3-11	Irregular subcatchment shape for width calculations (DiGiano et al., 1977, p. 165)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image15	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image15.png	hydrology_ref_ch4_infiltration	4-1	Physical properties for Woodburn silt loam, Benton County, Oregon	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image24	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image24.png	hydrology_ref_ch4_infiltration	4-8	Infiltration rates produced by different methods for a 2-inch rainfall event	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image29	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image29.png	hydrology_ref_ch5_groundwater	5-3	Relation between soil moisture limits and soil texture class (Schroeder et al., 1994)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image30	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image30.png	hydrology_ref_ch5_groundwater	5-4	SPAW's soil water characteristics calculator	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image31	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image31.png	hydrology_ref_ch5_groundwater	-	-	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image32	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image32.png	hydrology_ref_ch5_groundwater	5-5	Measured hydraulic conductivity for three soils	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image33	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image33.png	hydrology_ref_ch5_groundwater	5-5	Measured hydraulic conductivity for three soils	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image34	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image34.png	hydrology_ref_ch5_groundwater	5-6	Fitting SWMM's hydraulic conductivity equation to a power law equation	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image35	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image35.png	hydrology_ref_ch5_groundwater	5-7	Definition sketch for Dupuit-Forcheimer seepage to an adjacent channel	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image36	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image36.png	hydrology_ref_ch5_groundwater	5-8	Definition sketch for Hooghoudt's method for flow to circular drains	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image37	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image37.png	hydrology_ref_ch6_snowmelt	6-1	Typical gage catch deficiency correction (Anderson, 2006, p. 8)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image38	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image38.png	hydrology_ref_ch6_snowmelt	6-3	Seasonal variation of melt coefficients	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image4	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image4.png	hydrology_ref_ch2_meteorology	2-1	Sinusoidal interpolation of hourly temperatures	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image41	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image41.png	hydrology_ref_ch6_snowmelt	6-5	Effect of snow cover on areal depletion curves	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image43	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image43.png	hydrology_ref_ch6_snowmelt	6-6	Schematic of liquid water routing through snow pack	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image50	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image50.png	hydrology_ref_ch7_rdii	7-5	Sewershed delineation (Vallabhaneni et al., 2007)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image51	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image51.png	hydrology_ref_ch7_rdii	7-6	Extracting RDII flow from a continuous flow monitor (Vallabhaneni et al., 2007)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image52	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image52.png	hydrology_ref_ch7_rdii	7-7	Fitting unit hydrographs to an RDII flow record (Vallabhaneni et al., 2007)	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
hydrology_hydrology_image8	legacy	-	-	manuals/reference/hydrology/media/media/hydrology-image8.png	hydrology_ref_ch3_surface_runoff	3-3	Types of subareas within a subcatchment	EPA SWMM 5 Reference Manual Vol. I Hydrology (2015), pandoc export
quality_ch10_cell_buildup_washoff	synthetic	src/quality/ch10_cell_buildup_washoff.py	-	figures/png/quality_ch10_cell_buildup_washoff.png	quality_ref_ch10_mesh_quality	10-2	Buildup and washoff on one mesh cell: land-use slices, accrual, sweeping and the mass handed to the network	-
quality_ch10_transport_policy	synthetic	src/quality/ch10_transport_policy.py	-	figures/png/quality_ch10_transport_policy.png	quality_ref_ch10_mesh_quality	10-1	The transport policy matrix: which species class moves in which domain, and the gate ladder the 2D surface passes	-
quality_ch6_lid_bio_cell	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_bio_cell.png	quality_ref_ch6_lid_controls	-	Bio-retention cell layer stack	-
quality_ch6_lid_block_paver	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_block_paver.png	quality_ref_ch6_lid_controls	-	Block paver layer stack	-
quality_ch6_lid_green_roof	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_green_roof.png	quality_ref_ch6_lid_controls	-	Green roof layer stack	-
quality_ch6_lid_infiltration_trench	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_infiltration_trench.png	quality_ref_ch6_lid_controls	-	Infiltration trench layer stack	-
quality_ch6_lid_permeable_pavement	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_permeable_pavement.png	quality_ref_ch6_lid_controls	-	Continuous permeable pavement layer stack	-
quality_ch6_lid_rain_barrel	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_rain_barrel.png	quality_ref_ch6_lid_controls	-	Rain barrel layer stack	-
quality_ch6_lid_rain_garden	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_rain_garden.png	quality_ref_ch6_lid_controls	-	Rain garden layer stack	-
quality_ch6_lid_rooftop_disconnection	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_rooftop_disconnection.png	quality_ref_ch6_lid_controls	-	Rooftop disconnection layer stack	-
quality_ch6_lid_vegetative_swale	synthetic	src/quality/ch6_lid_stacks.py	-	figures/png/quality_ch6_lid_vegetative_swale.png	quality_ref_ch6_lid_controls	-	Vegetative swale layer stack	-
quality_ch7_ard_stencil	synthetic	src/quality/ch7_ard_stencil.py	-	figures/png/quality_ch7_ard_stencil.png	quality_ref_ch7_ard_transport	7-1	Flux-limited advection in the Eulerian engine: the face stencil and a step front under UPWIND and the three MUSCL limiters	-
quality_ch7_lard_parcels	synthetic	src/quality/ch7_lard_parcels.py	-	figures/png/quality_ch7_lard_parcels.png	quality_ref_ch7_ard_transport	7-2	The five phases of a Lagrangian transport step: drain, mix, release, decay and publish on one conduit's parcel slab	-
quality_ch9_heat_budget	synthetic	src/quality/ch9_heat_budget.py	-	figures/png/quality_ch9_heat_budget.png	quality_ref_ch9_age_heat	9-1	The heat budget of a water body: the six surface terms of the net flux by module, and the bed zone's conduction and hyporheic exchange	-
quality_conceptual_map	synthetic	src/engine/conceptual_map.py	-	figures/png/quality_conceptual_map.png	quality_ref_ch1_overview	1-7	The water quality of this manual: buildup, washoff, transport and reactions across the compartments	-
quality_figure2_1	legacy	-	-	manuals/reference/quality/media/media/figure2-1.png	quality_ref_ch2_urban_runoff_quality	2-1	Hourly domestic sewage time patterns	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_image19	legacy	-	-	manuals/reference/quality/media/media/image19.png	quality_ref_ch5_transport_treatment	5-2	Comparison of completely mixed reactor equations for time varying inflow	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_figure1_6	legacy	-	-	manuals/reference/quality/media/media/quality-figure1-6.png	quality_ref_ch1_overview	1-6	Interpolation of reported values from computed values	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image1	legacy	-	-	manuals/reference/quality/media/media/quality-image1.jpeg	quality_ref_ch1_overview	1-1	Elements of a typical urban drainage system	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image10	legacy	-	-	manuals/reference/quality/media/media/quality-image10.png	quality_ref_ch3_pollutant_buildup	3-3	Comparison of buildup equations for a hypothetical pollutant	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image11	legacy	-	-	manuals/reference/quality/media/media/quality-image11.png	quality_ref_ch3_pollutant_buildup	3-4	Evolution of buildup after a storm event	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image12	legacy	-	-	manuals/reference/quality/media/media/quality-image12.png	quality_ref_ch4_surface_washoff	4-1	Washoff of street solids by flushing with a sprinkler system (from Sartor and Boyd, 1972)	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image13	legacy	-	-	manuals/reference/quality/media/media/quality-image13.png	quality_ref_ch4_surface_washoff	4-2	Comparison of washoff functions	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image14	legacy	-	-	manuals/reference/quality/media/media/quality-image14.png	quality_ref_ch4_surface_washoff	4-3	Two-stream approach to modeling pollutant washoff	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image15	legacy	-	-	manuals/reference/quality/media/media/quality-image15.png	quality_ref_ch4_surface_washoff	4-4	Simulated load variations within a storm as a function of runoff rate	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image16	legacy	-	-	manuals/reference/quality/media/media/quality-image16.png	quality_ref_ch4_surface_washoff	4-4	Simulated load variations within a storm as a function of runoff rate	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image17	legacy	-	-	manuals/reference/quality/media/media/quality-image17.png	quality_ref_ch4_surface_washoff	4-4	Simulated load variations within a storm as a function of runoff rate	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image18	legacy	-	-	manuals/reference/quality/media/media/quality-image18.png	quality_ref_ch4_surface_washoff	4-4	Simulated load variations within a storm as a function of runoff rate	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image2	legacy	-	-	manuals/reference/quality/media/media/quality-image2.png	quality_ref_ch5_transport_treatment	5-1	Representation of the conveyance network in SWMM	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image20	legacy	-	-	manuals/reference/quality/media/media/quality-image20.png	quality_ref_ch5_transport_treatment	5-3	Comparison of completely mixed reactor equations for a step inflow	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image21	legacy	-	-	manuals/reference/quality/media/media/quality-image21.png	quality_ref_ch5_transport_treatment	5-4	Gravity settling treatment of TSS within a detention pond	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image31	legacy	-	-	manuals/reference/quality/media/media/quality-image31.png	quality_ref_ch6_lid_controls	6-1	A typical bio-retention cell	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image32	legacy	-	-	manuals/reference/quality/media/media/quality-image32.png	quality_ref_ch6_lid_controls	6-1	A typical bio-retention cell	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image33	legacy	-	-	manuals/reference/quality/media/media/quality-image33.png	quality_ref_ch6_lid_controls	6-2	Flow path across the surface of a green roof	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image34	legacy	-	-	manuals/reference/quality/media/media/quality-image34.png	quality_ref_ch6_lid_controls	6-3	Representation of a permeable pavement system	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image35	legacy	-	-	manuals/reference/quality/media/media/quality-image35.png	quality_ref_ch6_lid_controls	6-4	Representation of rooftop disconnection	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image36	legacy	-	-	manuals/reference/quality/media/media/quality-image36.png	quality_ref_ch6_lid_controls	6-5	Representation of a vegetative swale	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image37	legacy	-	-	manuals/reference/quality/media/media/quality-image37.png	quality_ref_ch6_lid_controls	6-6	Different options for placing LID controls	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image38	legacy	-	-	manuals/reference/quality/media/media/quality-image38.png	quality_ref_ch6_lid_controls	6-7	Storm event used for the LID example	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image39	legacy	-	-	manuals/reference/quality/media/media/quality-image39.png	quality_ref_ch6_lid_controls	6-8	Flux rates through the bio-retention cell with no underdrain	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image4	legacy	-	-	manuals/reference/quality/media/media/quality-image4.png	quality_ref_ch1_overview	1-4	Block diagram of SWMM's state transition process	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image40	legacy	-	-	manuals/reference/quality/media/media/quality-image40.png	quality_ref_ch6_lid_controls	6-9	Moisture levels in the bio-retention cell with no underdrain	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image41	legacy	-	-	manuals/reference/quality/media/media/quality-image41.png	quality_ref_ch6_lid_controls	6-10	Moisture levels in the bio-retention cell with underdrain	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image42	legacy	-	-	manuals/reference/quality/media/media/quality-image42.png	quality_ref_ch6_lid_controls	6-11	Flux rates through the bio-retention cell with underdrain	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image5	legacy	-	-	manuals/reference/quality/media/media/quality-image5.png	quality_ref_ch1_overview	1-5	Flow chart of SWMM's simulation procedure	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image8	legacy	-	-	manuals/reference/quality/media/media/quality-image8.png	quality_ref_ch3_pollutant_buildup	3-1	Accumulation of solids on urban streets versus time (Sartor and Boyd, 1972)	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
quality_quality_image9	legacy	-	-	manuals/reference/quality/media/media/quality-image9.png	quality_ref_ch3_pollutant_buildup	3-2	Buildup of street solids in San Jose (from Pitt, 1979)	EPA SWMM 5 Reference Manual Vol. III Water Quality (2016), pandoc export
workflow_ch10_heat_diurnal	simulated	src/workflows/ch9_msx_and_age_heat.py	decks/transport_demo/transport_demo.inp	figures/png/workflow_ch10_heat_diurnal.png	application_manual_ch10_age_heat	10-2	Water temperature along the line against the air temperature driving it	-
workflow_ch10_water_age_along_line	simulated	src/workflows/ch9_msx_and_age_heat.py	decks/transport_demo/transport_demo.inp	figures/png/workflow_ch10_water_age_along_line.png	application_manual_ch10_age_heat	10-1	Water age along the line as the initial water is flushed out, and the travel-time profile it leaves	-
workflow_ch11_rdii_decay_vs_linear	simulated	src/workflows/ch11_rdii_decay.py	decks/hydrology_additions/rdii_decay.inp	figures/png/workflow_ch11_rdii_decay_vs_linear.png	application_manual_ch11_hydrology	11-1	Two identical storms through one RTK group, with and without a physics-based recovery	-
workflow_ch2_rapid_fill_front	simulated	src/workflows/ch2_rapid_fill.py	decks/rapid_fill/rapid_fill.inp	figures/png/workflow_ch2_rapid_fill_front.png	application_manual_ch2_filling_pipe	2-2	Velocity at the transducer and surge-tank level, measured and under the same three choices	-
workflow_ch2_rapid_fill_pressure_9p9	simulated	src/workflows/ch2_rapid_fill.py	decks/rapid_fill/rapid_fill.inp	figures/png/workflow_ch2_rapid_fill_pressure_9p9.png	application_manual_ch2_filling_pipe	2-1	Pressure head at x = 9.9 m in the rapid-filling experiment, measured and under three routing choices	-
workflow_ch3_negative_pressure_head_14p1	simulated	src/workflows/ch3_negative_pressure.py	decks/negative_pressure/negative_pressure.inp	figures/png/workflow_ch3_negative_pressure_head_14p1.png	application_manual_ch3_subatmospheric	3-1	Piezometric head at x = 14.1 m and velocity at x = 9.9 m in the siphon experiment, under both closures on both routers	-
workflow_ch3_velocity_9p9	simulated	src/workflows/ch3_negative_pressure.py	decks/negative_pressure/negative_pressure.inp	figures/png/workflow_ch3_velocity_9p9.png	application_manual_ch3_subatmospheric	3-2	The same four runs at the velocity transducer, where the closures diverge after the drawdown	-
workflow_ch4_cedar_glen_profile_hgl	simulated	src/workflows/ch4_virtual_junctions.py	decks/cedar_glen/cedar_glen_fv.inp;decks/cedar_glen/cedar_glen_dw.inp;decks/cedar_glen/cedar_glen_dw_extran.inp	figures/png/workflow_ch4_cedar_glen_profile_hgl.png	application_manual_ch4_virtual_junctions	4-1	The hydraulic grade line along a trunk chained by virtual junctions, under three routings	-
workflow_ch4_cedar_glen_worst_node_head	simulated	src/workflows/ch4_virtual_junctions.py	decks/cedar_glen/cedar_glen_fv.inp;decks/cedar_glen/cedar_glen_dw.inp;decks/cedar_glen/cedar_glen_dw_extran.inp	figures/png/workflow_ch4_cedar_glen_worst_node_head.png	application_manual_ch4_virtual_junctions	4-2	Head at the node where the three routings disagree most, with each run's cost	-
workflow_ch5_inlet_capture_vs_bypass	simulated	src/workflows/ch5_street_inlets.py	decks/street_inlets/street_inlet_junction.inp	figures/png/workflow_ch5_inlet_capture_vs_bypass.png	application_manual_ch5_street_inlets	5-1	Capture and bypass along a street reach with a conduit-attribute inlet and an inlet junction	-
workflow_ch6_mesh_and_coupling	simulated	src/workflows/ch6_coupled_1d2d.py	decks/coupled_1d2d/2d_complete_example.inp	figures/png/workflow_ch6_mesh_and_coupling.png	application_manual_ch6_coupled_1d2d	6-1	The example mesh: bed elevation, the five boundary-condition types and both kinds of coupling point	-
workflow_ch6_momentum_closures_depth	simulated	src/workflows/ch6_coupled_1d2d.py	decks/coupled_1d2d/2d_complete_example.inp	figures/png/workflow_ch6_momentum_closures_depth.png	application_manual_ch6_coupled_1d2d	6-2	One cell's depth history under the three momentum closures	-
workflow_ch7_rain_and_infiltration	simulated	src/workflows/ch7_mesh_hydrology.py	decks/mesh_hydrology/mesh_hydrology.inp	figures/png/workflow_ch7_rain_and_infiltration.png	application_manual_ch7_mesh_hydrology	7-1	Interpolated rainfall and infiltrated depth on each cell of a meshed patch of ground	-
workflow_ch8_ard_dx_sensitivity	simulated	src/workflows/ch8_transport_engines.py	decks/transport_demo/transport_demo.inp	figures/png/workflow_ch8_ard_dx_sensitivity.png	application_manual_ch8_transport_engines	8-2	The same front under the Eulerian engine at three cell sizes, and what each costs	-
workflow_ch8_tracer_breakthrough_three_engines	simulated	src/workflows/ch8_transport_engines.py	decks/transport_demo/transport_demo.inp	figures/png/workflow_ch8_tracer_breakthrough_three_engines.png	application_manual_ch8_transport_engines	8-1	A step of conservative tracer at the downstream junction under the three transport engines	-
workflow_ch9_arrhenius_rate_from_temperature	simulated	src/workflows/ch9_msx_and_age_heat.py	decks/transport_demo/transport_demo.inp	figures/png/workflow_ch9_arrhenius_rate_from_temperature.png	application_manual_ch9_msx	9-1	What the computed water temperature does to a reaction system's rate, through the Arrhenius correction in its expression	-
